visit_id,wallet,business_id,business_type,lat,lon,timestamp,nullifier,is_fraud,fraud_type
v_013567,0xfb35c6ff447ba40caac5c80258d6553289abf88b,business_044,barbershop,40.71369736098788,-73.98317796720453,2026-09-05 19:46:00,null_1b5939077f50fb64,0,normal
v_018599,0x4a1b69556b9f328fa5a827d82743fdabedbe3866,business_028,hardware_store,40.71295558156255,-73.99016413161263,2026-09-01 11:57:00,null_773d184fab39eb59,0,normal
v_002914,0xe3bc75017a20e7f91c9aeb954a9b32e3af8ac8eb,business_017,hardware_store,40.73073593811486,-73.98448389683308,2026-09-04 07:14:00,null_63042c329a00594d,0,normal
v_010640,0x9c0d533b1f2412884e9abe352d3d68fd21dbd210,business_046,hardware_store,40.72978370827005,-73.9915976736609,2026-09-02 11:29:00,null_da81c367ada9cd18,0,normal
v_fraud_p1_24_b,0x45638723f6a48ed2f6e0890d6079125e4ed4259f,business_026,coffee_shop,40.71122657522111,-74.0082414083805,2026-09-05 17:05:00,null_7bff8d2b0cf3aac2,1,impossible_travel
v_010707,0x4a7338ae8a5098541c8eb7f459d3d9f6f2adfe9f,business_027,deli,40.71495526987162,-73.98423585644889,2026-09-01 03:15:00,null_7154d25055862c09,1,out_of_hours
v_007560,0xc1bcef3c39a9d802ac19db7e69b78ecdba0e60ba,business_012,laundromat,40.71773080956926,-73.98869729137368,2026-09-02 19:22:00,null_a8e7abfb6e282066,0,normal
v_010152,0xc14825f468cb01ed108fd49abc2b7fc4457bc0fe,business_002,pizzeria,40.7424759042483,-73.99018910712012,2026-09-04 12:22:00,null_0063e1c2ec2c5ae7,0,normal
v_009367,0x7ba1b97649cbb4995cfa687ef5549ee0946573a4,business_029,barbershop,40.72307543106103,-73.98931309485175,2026-09-04 17:53:00,null_2d035646ca615883,0,normal
v_000534,0xf06d871f38979eb58816687c4b3528784916322a,business_013,laundromat,40.72195577710144,-73.99041495035232,2026-09-01 19:29:00,null_a5297133d1219815,0,normal
v_013423,0x0e2ade763fdf997471466f45af7646d91e9b29da,business_024,barbershop,40.72818960333467,-73.97681013103887,2026-09-05 09:05:00,null_c5294b87ded0c6c6,0,normal
v_fraud_p2_330,0xb7b7be36f36a6fe7dafec1cc78fd9ef5cfb7a7f1,business_018,hardware_store,40.744226504332424,-73.9760251029316,2026-09-03 15:27:30,null_594425f72aed3bb8,1,co_visit
v_016851,0xd8821f3c569ba1ebbbd4c28508746d42b4811c1c,business_019,laundromat,40.73154911779426,-73.98559557364835,2026-09-03 17:50:00,null_4f9502bdae556f9b,0,normal
v_000651,0xd2388a11316eea3a03e8012c0d98f2872daae49a,business_021,pizzeria,40.72905408831159,-73.98161499597781,2026-09-03 13:39:00,null_3a6be0281d48128b,0,normal
v_011487,0x970a6d85197dc2c94fd45c02259c106402b06797,business_015,pizzeria,40.72511479130605,-73.97773450677654,2026-09-05 21:02:00,null_11237f7ca74ac205,0,normal
v_012517,0x903df02d6206be1ae5aa6352354a6ded5658412b,business_013,laundromat,40.72195577710144,-73.99041495035232,2026-09-04 11:51:00,null_97d7215d7af33713,0,normal
v_004886,0x406bef2f29d0259b6c82d088c31b8a241308fc96,business_000,nail_salon,40.71696420031261,-73.96002162997098,2026-09-04 13:39:00,null_7b6e444e0443b138,0,normal
v_003845,0x633831a249edfabb27229503e88cc9759d33397c,business_025,coffee_shop,40.7176948667067,-73.9893356213666,2026-09-05 19:56:00,null_0fbf43d28d6a7cda,0,normal
v_004263,0xd110e8b20627c0668d9e88643b49ba2f9fd29a49,business_005,hardware_store,40.71787651470326,-73.97866006706128,2026-09-03 17:06:00,null_1838ffa21baa0398,0,normal
v_018231,0x633831a249edfabb27229503e88cc9759d33397c,business_026,coffee_shop,40.71122657522111,-74.0082414083805,2026-09-05 11:11:00,null_0fbf43d28d6a7cda,0,normal
v_018567,0xbf569bb2ae545d35d15332848312040b82f820c8,business_014,hardware_store,40.72016439636935,-73.9829884133478,2026-09-04 11:26:00,null_98f61b43a2ad9642,0,normal
v_007704,0x575f7556c0fd6df8d2a81ba8331a92e0add001c9,business_048,coffee_shop,40.73396347402307,-73.98428143228651,2026-09-02 10:53:00,null_ca46671d4be910a7,0,normal
v_005300,0x40e9e046769cccfeb5c8f44170efa53832e473e6,business_009,deli,40.716915522077805,-73.9989604309665,2026-09-01 13:53:00,null_6376c5031991704e,0,normal
v_013230,0x8c52489add5b76d757dbb0349b2515050ae345dc,business_019,laundromat,40.73154911779426,-73.98559557364835,2026-09-05 17:40:00,null_157f2dd5cdd854f5,0,normal
v_014009,0x18ed86348342f7581878a2fe701ff134f8f969d3,business_034,coffee_shop,40.72034267287916,-73.99454445446773,2026-09-01 14:49:00,null_3c22810e02027c45,0,normal
v_004712,0x485a56d918c67cc8159ec0e7fe891527f23e3fcf,business_025,coffee_shop,40.7176948667067,-73.9893356213666,2026-09-02 10:53:00,null_167f391d91d0f387,0,normal
v_016348,0xb9b58d1356ebb1202400f3d581375f5d48a05bd5,business_031,bodega,40.72910198767675,-73.9883284872668,2026-09-02 14:45:00,null_b170cbe07d84df1e,0,normal
v_018680,0x4a7338ae8a5098541c8eb7f459d3d9f6f2adfe9f,business_015,pizzeria,40.72511479130605,-73.97773450677654,2026-09-02 18:17:00,null_7154d25055862c09,0,normal
v_010025,0x7a07709f97d3b64c2c30d9e66b4c8d77dad9068f,business_032,barbershop,40.72915465864087,-73.98528048935924,2026-09-02 14:19:00,null_dff2f8f8a734f77c,0,normal
v_fraud_p2_235,0xb7b7be36f36a6fe7dafec1cc78fd9ef5cfb7a7f1,business_018,hardware_store,40.744226504332424,-73.9760251029316,2026-09-03 15:19:35,null_594425f72aed3bb8,1,co_visit
v_010070,0xe0d54b51d3e4baf8ee604bfb939a85da9e3e9e40,business_014,hardware_store,40.72016439636935,-73.9829884133478,2026-09-03 15:39:00,null_fac303955684cdac,0,normal
v_004382,0xfe60b678c1adccb8633dffe7d1ac6083a59e14da,business_043,hardware_store,40.72437249107463,-73.98696850156455,2026-09-04 14:54:00,null_0806c6662717b0d6,0,normal
v_003279,0x929eac9d9b15eaea1ef62007f89b6b586d872ff5,business_009,deli,40.716915522077805,-73.9989604309665,2026-09-03 17:44:00,null_fbb0d32b2e324f0f,0,normal
v_009202,0xeb1833b57e63b43bc536a1ee8545a43f958f4c91,business_001,barbershop,40.7267817637353,-73.99436312644053,2026-09-02 19:13:00,null_79c3691f2ca57fa4,0,normal
v_015087,0xd864aee9d0cc89e70381979f92e47926cf0163d6,business_048,coffee_shop,40.73396347402307,-73.98428143228651,2026-09-05 16:32:00,null_92a17bac58603b5a,0,normal
v_008183,0xa19917b038188c9e454cbf2eec062abf65b35e38,business_025,coffee_shop,40.7176948667067,-73.9893356213666,2026-09-01 13:31:00,null_d5917f36517ada9c,0,normal
v_008435,0x406bef2f29d0259b6c82d088c31b8a241308fc96,business_004,laundromat,40.722977753321786,-73.99835000366872,2026-09-05 14:24:00,null_7b6e444e0443b138,0,normal
v_008276,0xeeb693b485dd72c6abe6d74408c68e6d6aaa38d3,business_036,barbershop,40.70993477368362,-73.98714840643609,2026-09-01 16:06:00,null_c72bdc04de26fcc5,0,normal
v_001247,0x9e4e8618d68dea26fa844b0568619524f41012e9,business_012,laundromat,40.71773080956926,-73.98869729137368,2026-09-02 19:06:00,null_77b8bf07f556236c,0,normal
v_014812,0x14373a08c747984b4049034892334c37765d8c37,business_023,hardware_store,40.709333646291704,-73.98994260579306,2026-09-03 10:55:00,null_90a23e3b7b5948ee,0,normal
v_001599,0x07d51da59b775658b1e28d9e90dc67d3cf01d9af,business_025,coffee_shop,40.7176948667067,-73.9893356213666,2026-09-04 10:44:00,null_7fd103a227b683fb,0,normal
v_012491,0xf5782f289bf86ede5d45df89fd5023602b2dc812,business_010,laundromat,40.7138275824426,-73.99331406662958,2026-09-01 18:03:00,null_2059c6ac385638bf,0,normal
v_000301,0x223a8013f473ea4ce27efa59b14d6bdba39d712c,business_031,bodega,40.72910198767675,-73.9883284872668,2026-09-01 16:27:00,null_ad7f58e64b4e406e,0,normal
v_006472,0xbb34f12bfc66d1374f129486f79a9408ff8e5404,business_047,nail_salon,40.72836476371117,-73.99037198576272,2026-09-03 19:56:00,null_520b5569ed4edbc5,0,normal
v_003539,0x8ef6aadeae4494c9c312c3dde02bad8ebad7b610,business_037,bodega,40.73079717580628,-74.00038803697592,2026-09-03 17:56:00,null_08ba187a271216f6,0,normal
v_fraud_p2_93,0x6b7019063d2ffe0363305e7622e6cc37561c48b8,business_018,hardware_store,40.744226504332424,-73.9760251029316,2026-09-03 15:07:45,null_25184b0b96ea3c37,1,co_visit
v_018517,0x19938dfa96ae51100a399d0aae3919caf7901f70,business_044,barbershop,40.71369736098788,-73.98317796720453,2026-09-01 17:59:00,null_121de97c1f62941c,0,normal
v_008513,0xdd24d4b7738ef026561db6896b7bc52244f6129e,business_041,nail_salon,40.71481433648436,-73.99046087424438,2026-09-04 03:15:00,null_2f948f0c855414bc,1,out_of_hours
v_002709,0x46085941117a18c8cc974d6122f85a5c62dbc589,business_005,hardware_store,40.71787651470326,-73.97866006706128,2026-09-05 11:49:00,null_5b9a2fe1f10f2afb,0,normal
v_016781,0x802e7a48d6aaf0bcd40a940075d255fc343d4753,business_003,nail_salon,40.72515386417504,-73.9874869126998,2026-09-01 16:45:00,null_34dc13b43aefa945,0,normal
v_011692,0xf770bb7e5adc791969a77198910d0c0bc21d332e,business_006,pizzeria,40.717197969199155,-73.979771740075,2026-09-04 11:41:00,null_9965d48bebf29780,0,normal
v_fraud_p1_95_b,0x2c82df1bc152461818fb37911cefdfc5fe47a63a,business_026,coffee_shop,40.71122657522111,-74.0082414083805,2026-09-01 19:26:00,null_9e140e8260877b34,1,impossible_travel
v_004208,0x13c21af9bb9c268ffbad37ad49ba78ce34872194,business_009,deli,40.716915522077805,-73.9989604309665,2026-09-02 14:49:00,null_acfed248505cb803,0,normal
v_013515,0x33c7793998f6327a051bd054e602ecc1f114dc73,business_010,laundromat,40.7138275824426,-73.99331406662958,2026-09-04 13:51:00,null_6c6b8a8a5f016000,0,normal
v_015361,0xbf38036622693d277167e391b9246bc0b1d00f1a,business_036,barbershop,40.70993477368362,-73.98714840643609,2026-09-05 13:17:00,null_093761a75e57a2a4,0,normal
v_018058,0xf0cee15cfcd05f89eca09886965a4e752cdf0663,business_029,barbershop,40.72307543106103,-73.98931309485175,2026-09-01 14:29:00,null_cee68f50b8b0a6c6,0,normal
v_014134,0x9ffd8c9a989ce9a853ec41bba95c9287b288daca,business_005,hardware_store,40.71787651470326,-73.97866006706128,2026-09-01 12:23:00,null_e76467a6cd69bba3,0,normal
v_012651,0x795ce39716a3fd882de572c72cd710fd60eeabd8,business_012,laundromat,40.71773080956926,-73.98869729137368,2026-09-05 11:30:00,null_fd0dd0e1282fe758,0,normal
v_013457,0x10a2859f5102772637b61cd8f0bfa220de0e9165,business_041,nail_salon,40.71481433648436,-73.99046087424438,2026-09-03 10:13:00,null_65227b4ad720afbc,0,normal
v_015680,0x48cd8e9bda213241a4c01d814de592c6cec5da39,business_040,laundromat,40.731437730757605,-73.9861812185396,2026-09-01 09:15:00,null_8eb22fd8c239d0c3,0,normal
v_005501,0x892e4454af080827c4ec610c8a52d4d20cfe34e2,business_011,nail_salon,40.72070595690882,-73.98105030972982,2026-09-03 09:41:00,null_e6e54124909c3112,0,normal
v_006095,0xc1981d7e3cf5ea68c1e43e71cbb614e4dc1e6d9d,business_007,pizzeria,40.72957951856837,-73.9868479973515,2026-09-02 17:06:00,null_e9e36682d9458912,0,normal
v_010802,0xed491231cd598567d36a25905ef707eb953d9e88,business_034,coffee_shop,40.72034267287916,-73.99454445446773,2026-09-05 16:54:00,null_0020f58d926c0c5a,0,normal
v_015036,0x3eb8669771f1bb4541148a8b67034cb8f01bf2b8,business_013,laundromat,40.72195577710144,-73.99041495035232,2026-09-01 07:45:00,null_a28a5db185f2ecb9,0,normal
v_010713,0x4a0275c7086b35ba9795d378339ab3b790dc3fe5,business_033,deli,40.72803998237796,-74.00317851946556,2026-09-04 19:47:00,null_51f1a65620a62754,0,normal
v_000594,0x524a18e1a74b310e62ab572e90c385bb980f6781,business_026,coffee_shop,40.71122657522111,-74.0082414083805,2026-09-01 08:17:00,null_2840391f6d38d2a7,0,normal
v_014437,0x51dc3b1017b163c631e7ba0ecbff6d8fb9541ce8,business_026,coffee_shop,40.71122657522111,-74.0082414083805,2026-09-02 13:31:00,null_3fdebc0b86b570dd,0,normal
v_005168,0x6633b6949da56408ad7e8db755f93e95173db4ae,business_036,barbershop,40.70993477368362,-73.98714840643609,2026-09-04 09:33:00,null_94d73e1aeb771aae,0,normal
v_016632,0x5a239c39f01c77e46b04e8d9b4bb3a84298b93af,business_037,bodega,40.73079717580628,-74.00038803697592,2026-09-02 08:48:00,null_b346d09845a95529,0,normal
v_000675,0x51dc3b1017b163c631e7ba0ecbff6d8fb9541ce8,business_001,barbershop,40.7267817637353,-73.99436312644053,2026-09-05 15:30:00,null_3fdebc0b86b570dd,0,normal
v_013708,0xbfe6ff19f6bbe5db4d2b5ab9dce52e86ea908b52,business_033,deli,40.72803998237796,-74.00317851946556,2026-09-04 12:44:00,null_3126c011c345150f,0,normal
v_012876,0x01309ef85a2aa6b76ea6a3d3cc63b683e9dd46f5,business_008,nail_salon,40.7243282720101,-73.99127533162938,2026-09-05 10:32:00,null_6b136c8d74c7d96d,0,normal
v_010230,0xf5f1dd09f478b702d65d4cfbbf7f72e385d4e767,business_007,pizzeria,40.72957951856837,-73.9868479973515,2026-09-05 18:22:00,null_24dd5cd39185313c,0,normal
v_011599,0x860781ba2a14135cd48eb17d96974b0a671ca376,business_020,coffee_shop,40.72374910652843,-73.98947430837156,2026-09-01 09:55:00,null_ee8108263f142e95,0,normal
v_007507,0x954de356467d751350d99c611b6f322b761107d1,business_026,coffee_shop,40.71122657522111,-74.0082414083805,2026-09-04 19:09:00,null_b7605041be521131,0,normal
v_008096,0x66bd309b343b8e8ad8f15c7d97f84971b6bbf98a,business_039,laundromat,40.71871693353051,-73.99494068943523,2026-09-03 16:09:00,null_069b6090bcbf8767,0,normal
v_010143,0x0e2ade763fdf997471466f45af7646d91e9b29da,business_000,nail_salon,40.71696420031261,-73.96002162997098,2026-09-02 20:32:00,null_c5294b87ded0c6c6,0,normal
v_001478,0x5460ce24ee096d663d0cf5d74c2f78240194c089,business_046,hardware_store,40.72978370827005,-73.9915976736609,2026-09-04 13:50:00,null_dec552b4aa7cbefb,0,normal
v_017230,0x9836422e6c0716f64aba252ee29fe8b16b725067,business_001,barbershop,40.7267817637353,-73.99436312644053,2026-09-02 09:46:00,null_a9f2490e0bdccd11,0,normal
v_014763,0x6a29bfe1364a301569865581493c9aff1cd5f680,business_013,laundromat,40.72195577710144,-73.99041495035232,2026-09-02 16:38:00,null_6a9719d09ad0c414,0,normal
v_fraud_p4_308,0x9c8647a3df0891540fbba4cc048a2496a71d2629,business_001,barbershop,40.7267817637353,-73.99436312644053,2026-09-04 12:15:24,null_sybil_2fbb0da70d55,1,repeated_nullifier
v_017693,0xc1bcef3c39a9d802ac19db7e69b78ecdba0e60ba,business_016,barbershop,40.71187904708862,-73.98494306503954,2026-09-03 19:44:00,null_a8e7abfb6e282066,0,normal
v_004903,0x4bc19ccdd4a8eea03b3de37cd480f214014c9226,business_041,nail_salon,40.71481433648436,-73.99046087424438,2026-09-05 17:06:00,null_596dd33ab8270931,0,normal
v_014663,0xd9ed7fc535bf484531192594f39643a3cb8fc813,business_043,hardware_store,40.72437249107463,-73.98696850156455,2026-09-05 08:51:00,null_8415804e095aff7a,0,normal
v_005536,0x119266303243eb2fd0729130c1775ea841e4d816,business_002,pizzeria,40.7424759042483,-73.99018910712012,2026-09-03 18:10:00,null_29c60a64ad7fe54f,0,normal
v_008522,0x05f9eae96b7cca0abe5e7d0ef05731d53d2ba58c,business_014,hardware_store,40.72016439636935,-73.9829884133478,2026-09-03 18:48:00,null_e52107dec94bbbc3,0,normal
v_012328,0xfde8c071d22506cee49806f911e315508e732390,business_036,barbershop,40.70993477368362,-73.98714840643609,2026-09-03 18:43:00,null_4120d299699bb2b0,0,normal
v_018376,0x597e1d3ff4f0d79cb1899224ba1f3d834a52907e,business_034,coffee_shop,40.72034267287916,-73.99454445446773,2026-09-05 13:01:00,null_59ca52a9284f83a1,0,normal
v_004835,0x21d72d1aa109f80c2443d9c0de40b8657522a221,business_045,barbershop,40.72139357003977,-73.98907222915791,2026-09-02 13:50:00,null_9f245d389d64ce9d,0,normal
v_011865,0x92703e1a6c4a30def49d5bc8db27608c9ca76a21,business_035,pizzeria,40.71701218084012,-73.97576833009072,2026-09-04 09:57:00,null_226afc01bd27a5c0,0,normal
v_017856,0xca4c05c193dc582afa88af551b9c1633d5be6814,business_004,laundromat,40.722977753321786,-73.99835000366872,2026-09-04 21:25:00,null_1da643033654564b,0,normal
v_016476,0xd3ed78145792e465b49fb0d232a0eb8f6baf741c,business_005,hardware_store,40.71787651470326,-73.97866006706128,2026-09-01 15:40:00,null_6e08f550e7d2cf96,0,normal
v_015303,0x5bbdeaeeb24e7ce9ad83402ec82096fb49f39362,business_012,laundromat,40.71773080956926,-73.98869729137368,2026-09-02 21:56:00,null_ba86444bc0b7e244,0,normal
v_007063,0x030d1df273d61de178022991172fc29bac62b669,business_013,laundromat,40.72195577710144,-73.99041495035232,2026-09-02 15:58:00,null_08a19b385714aebe,0,normal
v_003164,0xc8426876b8573c6ae6c15cc0c6002c853097c067,business_001,barbershop,40.7267817637353,-73.99436312644053,2026-09-03 16:08:00,null_1e770d526544c70f,0,normal
v_003111,0x19938dfa96ae51100a399d0aae3919caf7901f70,business_026,coffee_shop,40.71122657522111,-74.0082414083805,2026-09-05 15:23:00,null_121de97c1f62941c,0,normal
v_003167,0xd3b1fe4d3b8bafbe9a06f8f1fa35a6900b36bdf9,business_029,barbershop,40.72307543106103,-73.98931309485175,2026-09-05 12:38:00,null_d3fee2ad3566516b,0,normal
v_015807,0xbf1806632cb998fab046afcf59e4c3f3cafa865e,business_048,coffee_shop,40.73396347402307,-73.98428143228651,2026-09-01 20:40:00,null_e587b1c1dcae179b,0,normal
v_002026,0x9b9084869f32522474f26a9e93e22b96ad72f53e,business_023,hardware_store,40.709333646291704,-73.98994260579306,2026-09-04 10:39:00,null_cd952c40c1b951ca,0,normal
v_009916,0xc30fc6d7f431effecd91f898ab80ebbc0452c8b1,business_015,pizzeria,40.72511479130605,-73.97773450677654,2026-09-01 13:36:00,null_9d9c9628503a2b12,0,normal
v_015208,0xbf569bb2ae545d35d15332848312040b82f820c8,business_003,nail_salon,40.72515386417504,-73.9874869126998,2026-09-01 14:05:00,null_98f61b43a2ad9642,0,normal
v_fraud_p4_243,0x6e30f06e4200061158cee894b70eb5f689bcb624,business_001,barbershop,40.7267817637353,-73.99436312644053,2026-09-04 12:12:09,null_sybil_2fbb0da70d55,1,repeated_nullifier
v_013422,0x0c09543ca06eddfdbbb4984945c62a4787e26c5d,business_038,bodega,40.72057814302983,-73.99558025467547,2026-09-02 15:28:00,null_5e62c18cc46d6680,0,normal
v_015201,0x575f7556c0fd6df8d2a81ba8331a92e0add001c9,business_012,laundromat,40.71773080956926,-73.98869729137368,2026-09-04 14:36:00,null_ca46671d4be910a7,0,normal
v_002199,0x3eb7619c9b2de7bdecae752ea7b23b3b7d7ded98,business_030,pizzeria,40.7266569823577,-73.98337650938772,2026-09-05 19:10:00,null_f9776543ce56531b,0,normal
v_fraud_p4_344,0x81d889fcb2c39c43a6d2b2113871ac0676c999a7,business_001,barbershop,40.7267817637353,-73.99436312644053,2026-09-04 12:17:12,null_sybil_2fbb0da70d55,1,repeated_nullifier
v_001995,0x76eab1a1a7045533b1de0f82dfc8b43ab576a802,business_006,pizzeria,40.717197969199155,-73.979771740075,2026-09-01 08:31:00,null_d8a4354af6b7a8dc,0,normal
v_011930,0xe4b1857a77e90b7cdb58a943923ca480063b0df8,business_027,deli,40.71495526987162,-73.98423585644889,2026-09-02 11:31:00,null_71cea9a7b742cb02,0,normal
v_005762,0xb9564a1c10a4945504e134d0ea353fbffcc94001,business_028,hardware_store,40.71295558156255,-73.99016413161263,2026-09-04 14:25:00,null_c74e7e8de9ebab9e,0,normal
v_001301,0x7cc976c4ee8698701cc460afdbddb75b400ba826,business_038,bodega,40.72057814302983,-73.99558025467547,2026-09-02 11:11:00,null_db11ff0d64627455,0,normal
v_000664,0xf1c6102ee9f39b005dce7293000304419fea300c,business_033,deli,40.72803998237796,-74.00317851946556,2026-09-02 13:11:00,null_3e8cccde5eb7c68c,0,normal
v_001049,0x73d8493109f890ba04a0bfc9eacb2528de0354ad,business_027,deli,40.71495526987162,-73.98423585644889,2026-09-05 19:27:00,null_1a439540c63d0753,0,normal
v_006389,0x5d68f0885c0613a16a0f22cb966e6b69845194c8,business_023,hardware_store,40.709333646291704,-73.98994260579306,2026-09-05 20:55:00,null_2e1afa4a0de85fdb,0,normal
v_017026,0x5df800e357d7c1877ad2e10b83b3f23866dd120f,business_019,laundromat,40.73154911779426,-73.98559557364835,2026-09-03 20:49:00,null_53d7eab5f45dbf72,0,normal
v_001893,0xd7e4004795b5760db89de5497d2d780362ab1ae6,business_016,barbershop,40.71187904708862,-73.98494306503954,2026-09-05 09:45:00,null_bc9735e69eb45e7f,0,normal
v_016665,0xb933bf19988c385e781c1dca8d0cf87937d6bca4,business_028,hardware_store,40.71295558156255,-73.99016413161263,2026-09-04 15:18:00,null_48735cbfd6597787,0,normal
v_013500,0xe3bc75017a20e7f91c9aeb954a9b32e3af8ac8eb,business_022,deli,40.71392731725708,-73.98905304146153,2026-09-03 18:00:00,null_63042c329a00594d,0,normal
v_002934,0x890645fd3b07bfbe9579c9e8afb03a50d27c9e2d,business_046,hardware_store,40.72978370827005,-73.9915976736609,2026-09-01 11:55:00,null_ce54ead3e72ff7d5,0,normal
v_006790,0x4821d1e0d4618b11f12f75c84092c7b94133409d,business_024,barbershop,40.72818960333467,-73.97681013103887,2026-09-01 19:07:00,null_e323b745228a0ef2,0,normal
v_018722,0x567155018d1be9716480c72df6ec1e2bb45d1659,business_016,barbershop,40.71187904708862,-73.98494306503954,2026-09-05 17:38:00,null_32bcaef3c014c9f5,0,normal
v_015963,0xc41698adaee1a582d5647cb7991ada2ba0bb4039,business_043,hardware_store,40.72437249107463,-73.98696850156455,2026-09-04 14:13:00,null_786690e0c83c8af2,0,normal
v_007143,0x81b898a7aa9922cc5ecde2cea59360fab4588d82,business_029,barbershop,40.72307543106103,-73.98931309485175,2026-09-01 17:39:00,null_34820e2f217a1d3d,0,normal
v_001349,0x919fb10d0939b6ec494c6702a21ded36288b9af4,business_006,pizzeria,40.717197969199155,-73.979771740075,2026-09-02 20:51:00,null_b70acd143a37d1f6,0,normal
v_013070,0x2600f06238cccfe98f3bbdbaec6261923746e5fe,business_018,hardware_store,40.744226504332424,-73.9760251029316,2026-09-05 10:03:00,null_d6d08a0cd08f0e04,0,normal
v_004069,0xf5b1c34abf6df7635d4f0b12c2f4d9a48e83f965,business_012,laundromat,40.71773080956926,-73.98869729137368,2026-09-02 17:55:00,null_65885c3749cfb271,0,normal
v_fraud_p4_174,0x5a76a71cb17b04b4a7602de4612ae2125112666f,business_001,barbershop,40.7267817637353,-73.99436312644053,2026-09-04 12:08:42,null_sybil_2fbb0da70d55,1,repeated_nullifier
v_007463,0xbb3ba4ff696b5da205b4d65a3c6b5d9d5f1e57c3,business_028,hardware_store,40.71295558156255,-73.99016413161263,2026-09-04 17:14:00,null_b610f42f08be6603,0,normal
v_017028,0x597e1d3ff4f0d79cb1899224ba1f3d834a52907e,business_043,hardware_store,40.72437249107463,-73.98696850156455,2026-09-04 16:36:00,null_59ca52a9284f83a1,0,normal
v_fraud_p4_387,0xd6fd3d73b8b4984016d02c03b711c0939df24328,business_001,barbershop,40.7267817637353,-73.99436312644053,2026-09-04 12:19:21,null_sybil_2fbb0da70d55,1,repeated_nullifier
v_007330,0xb18dd8fe846dcf09cf83f343bee48074d9a4dc84,business_031,bodega,40.72910198767675,-73.9883284872668,2026-09-04 20:51:00,null_89f2110a45331e9d,0,normal
